trial_id,target_id,target_frequency_hz,trial_start_wall,trial_end_wall,start_status,stim_start_trigger_sent,stim_start_trigger_wall,stim_end_trigger_sent,stim_end_trigger_wall,stim_enter_abs,stim_exit_abs,epoch_start_abs,epoch_end_abs_inclusive,raw_samples,epoch_complete,epoch_saved
1,7,40.000,2026-03-18T14:55:59.671,2026-03-18T14:56:03.671,started,1,2026-03-18T14:55:59.671,1,2026-03-18T14:56:03.671,7560,11560,7660,11668,4009,1,1
2,3,12.000,2026-03-18T14:56:12.591,,started,1,2026-03-18T14:56:12.591,0,,20280,-1,20603,-1,0,0,0
