trial_id,target_id,label,stim_start_wall,stim_end_wall,epoch_start_abs,epoch_end_abs_inclusive,n_samples,epoch_complete
1,5,5,2026-03-17T15:05:09.529,2026-03-17T15:05:13.550,20122,24143,4022,1
