trial_id,target_id,label,stim_start_wall,stim_end_wall,epoch_start_abs,epoch_end_abs_inclusive,n_samples,epoch_complete
1,3,3,2026-03-18T14:54:31.814,2026-03-18T14:54:35.833,7749,11768,4020,1
2,4,4,2026-03-18T14:54:47.553,2026-03-18T14:54:51.574,23488,27509,4022,1
