trial_id,slot_id,image_id,frequency_hz,trial_prepared_wall_time
1,1,6,8.000,2026-03-17T15:04:50.449
1,2,2,10.000,2026-03-17T15:04:50.449
1,3,5,12.000,2026-03-17T15:04:50.449
1,5,3,20.000,2026-03-17T15:04:50.449
1,6,1,30.000,2026-03-17T15:04:50.449
1,7,4,40.000,2026-03-17T15:04:50.449
