trial_id,target_id,label,stim_start_wall,stim_end_wall,epoch_start_abs,epoch_end_abs_inclusive,n_samples,epoch_complete
1,3,3,2026-03-18T11:35:31.606,2026-03-18T11:35:35.627,5196,9219,4024,1
