trial_id,target_id,label,stim_start_wall,stim_end_wall,epoch_start_abs,epoch_end_abs_inclusive,n_samples,epoch_complete
1,3,3,2026-03-17T15:05:32.865,2026-03-17T15:05:36.885,5179,9198,4020,1
