trial_id,target_id,target_frequency_hz,trial_prepared_wall_time,trial_start_wall_time,trial_end_wall_time,planned_duration_s,actual_duration_s,start_trial_id,start_status
1,3,12.000,2026-03-18T14:54:27.673,2026-03-18T14:54:31.814,2026-03-18T14:54:35.833,4.000,4.020,1,started
2,4,15.000,2026-03-18T14:54:43.433,2026-03-18T14:54:47.553,2026-03-18T14:54:51.574,4.000,4.020,2,started
