trial_id,slot_id,image_id,frequency_hz,trial_prepared_wall_time
1,1,5,8.000,2026-03-12T17:03:04.420
1,2,6,10.000,2026-03-12T17:03:04.420
1,3,3,12.000,2026-03-12T17:03:04.420
1,4,4,15.000,2026-03-12T17:03:04.420
1,5,1,20.000,2026-03-12T17:03:04.420
1,6,2,30.000,2026-03-12T17:03:04.420
