trial_id,slot_id,image_id,frequency_hz,trial_prepared_wall_time
1,1,6,8.000,2026-03-13T10:36:36.871
1,2,2,10.000,2026-03-13T10:36:36.871
1,3,1,12.000,2026-03-13T10:36:36.871
1,5,4,20.000,2026-03-13T10:36:36.871
1,6,3,30.000,2026-03-13T10:36:36.871
1,7,5,40.000,2026-03-13T10:36:36.871
