trial_id,target_id,target_frequency_hz,trial_prepared_wall_time,trial_start_wall_time,trial_end_wall_time,planned_duration_s,actual_duration_s,start_trial_id,start_status
1,2,10.000,2026-03-12T16:00:43.575,2026-03-12T16:00:47.695,2026-03-12T16:00:51.695,4.000,4.000,1,started
