trial_id,target_id,target_frequency_hz,trial_prepared_wall_time,trial_start_wall_time,trial_end_wall_time,planned_duration_s,actual_duration_s,start_trial_id,start_status
1,5,8.000,2026-03-11T14:51:31.241,2026-03-11T14:51:33.881,2026-03-11T14:51:37.881,4.000,4.000,1,started
