trial_id,target_id,target_frequency_hz,trial_prepared_wall_time,trial_start_wall_time,trial_end_wall_time,planned_duration_s,actual_duration_s,start_trial_id,start_status
1,5,8.000,2026-03-12T17:03:04.420,2026-03-12T17:03:07.160,2026-03-12T17:03:11.180,4.000,4.020,1,started
