trial_id,target_id,target_frequency_hz,trial_prepared_wall_time,trial_start_wall_time,trial_end_wall_time,planned_duration_s,actual_duration_s,start_trial_id,start_status
1,5,20.000,2026-03-13T10:36:36.871,2026-03-13T10:36:40.971,2026-03-13T10:38:20.971,100.000,100.000,1,started
