trial_id,slot_id,image_id,frequency_hz,trial_prepared_wall_time
1,1,3,8.000,2026-03-11T15:03:30.244
1,2,4,10.000,2026-03-11T15:03:30.244
1,3,5,12.000,2026-03-11T15:03:30.244
1,4,2,15.000,2026-03-11T15:03:30.244
1,5,6,20.000,2026-03-11T15:03:30.244
1,6,1,30.000,2026-03-11T15:03:30.244
