trial_id,slot_id,image_id,frequency_hz,trial_prepared_wall_time
1,1,3,8.000,2026-03-13T09:06:16.672
1,2,4,10.000,2026-03-13T09:06:16.672
1,3,5,12.000,2026-03-13T09:06:16.672
1,5,2,20.000,2026-03-13T09:06:16.672
1,6,6,30.000,2026-03-13T09:06:16.672
1,7,1,40.000,2026-03-13T09:06:16.672
