trial_id,slot_id,image_id,frequency_hz,trial_prepared_wall_time
1,1,4,8.000,2026-03-11T14:47:04.146
1,2,2,10.000,2026-03-11T14:47:04.146
1,3,1,12.000,2026-03-11T14:47:04.146
1,4,5,15.000,2026-03-11T14:47:04.146
1,5,3,20.000,2026-03-11T14:47:04.146
1,6,6,30.000,2026-03-11T14:47:04.146
