trial_id,target_id,target_frequency_hz,trial_prepared_wall_time,trial_start_wall_time,trial_end_wall_time,planned_duration_s,actual_duration_s,start_trial_id,start_status
1,3,8.000,2026-03-11T14:13:14.016,2026-03-11T14:13:16.796,2026-03-11T14:13:18.796,2.000,2.000,1,started
2,2,8.000,2026-03-11T14:13:18.816,2026-03-11T14:13:21.556,2026-03-11T14:13:23.576,2.000,2.020,2,started
3,6,8.000,2026-03-11T14:13:23.596,2026-03-11T14:13:26.256,2026-03-11T14:13:28.256,2.000,2.000,3,started
