trial_id,slot_id,image_id,frequency_hz,trial_prepared_wall_time
1,1,1,8.000,2026-03-13T09:20:57.658
1,2,3,10.000,2026-03-13T09:20:57.658
1,3,6,12.000,2026-03-13T09:20:57.658
1,5,5,20.000,2026-03-13T09:20:57.658
1,6,2,30.000,2026-03-13T09:20:57.658
1,7,4,40.000,2026-03-13T09:20:57.658
