trial_id,target_id,target_frequency_hz,cue_start_wall,stim_start_wall,stim_end_wall,trigger_received,trigger_wall
1,5,20.000,2026-03-12T17:02:42.990,2026-03-12T17:02:45.010,2026-03-12T17:02:46.530,0,
2,6,30.000,2026-03-12T17:02:47.550,2026-03-12T17:02:49.570,2026-03-12T17:02:51.090,1,2026-03-12T17:02:49.610
