trial_id,target_id,target_frequency_hz,trial_prepared_wall_time,trial_start_wall_time,trial_end_wall_time,planned_duration_s,actual_duration_s,start_trial_id,start_status
1,3,12.000,2026-03-12T09:31:14.162,2026-03-12T09:31:16.902,2026-03-12T09:31:20.902,4.000,4.001,1,started
