trial_id,target_id,target_frequency_hz,cue_start_wall,stim_start_wall,stim_end_wall,trigger_received,trigger_wall
1,6,30.000,2026-03-17T10:14:15.912,2026-03-17T10:14:17.932,2026-03-17T10:14:19.452,1,2026-03-17T10:14:17.952
2,7,40.000,2026-03-17T10:14:20.472,2026-03-17T10:14:22.492,2026-03-17T10:14:24.012,1,2026-03-17T10:14:22.512
3,5,20.000,2026-03-17T10:14:25.032,2026-03-17T10:14:27.052,2026-03-17T10:14:28.572,1,2026-03-17T10:14:27.072
4,4,15.000,2026-03-17T10:14:29.592,2026-03-17T10:14:31.612,2026-03-17T10:14:33.132,1,2026-03-17T10:14:31.632
5,4,15.000,2026-03-17T10:14:34.152,2026-03-17T10:14:36.172,2026-03-17T10:14:37.692,1,2026-03-17T10:14:36.192
6,8,45.000,2026-03-17T10:14:38.712,2026-03-17T10:14:40.732,2026-03-17T10:14:42.252,1,2026-03-17T10:14:40.752
7,2,10.000,2026-03-17T10:14:43.272,2026-03-17T10:14:45.292,2026-03-17T10:14:46.812,1,2026-03-17T10:14:45.312
8,5,20.000,2026-03-17T10:14:47.832,2026-03-17T10:14:49.852,2026-03-17T10:14:51.372,1,2026-03-17T10:14:49.872
