trial_id,slot_id,image_id,frequency_hz,trial_prepared_wall_time
1,1,6,8.000,2026-03-12T10:06:16.016
1,2,3,10.000,2026-03-12T10:06:16.016
1,3,5,12.000,2026-03-12T10:06:16.016
1,5,2,20.000,2026-03-12T10:06:16.016
1,6,4,30.000,2026-03-12T10:06:16.016
1,7,1,40.000,2026-03-12T10:06:16.016
