trial_id,target_id,target_frequency_hz,trial_prepared_wall_time,trial_start_wall_time,trial_end_wall_time,planned_duration_s,actual_duration_s,start_trial_id,start_status
1,4,15.000,2026-03-13T09:33:30.784,2026-03-13T09:33:34.865,2026-03-13T09:33:38.885,4.000,4.020,1,started
