trial_id,target_id,target_frequency_hz,cue_start_wall,stim_start_wall,stim_end_wall,trigger_received,trigger_wall
1,6,30.000,2026-03-11T15:03:06.846,2026-03-11T15:03:08.866,2026-03-11T15:03:10.386,1,2026-03-11T15:03:08.926
2,2,10.000,2026-03-11T15:03:11.406,2026-03-11T15:03:13.426,2026-03-11T15:03:14.946,1,2026-03-11T15:03:13.526
3,5,20.000,2026-03-11T15:03:15.966,2026-03-11T15:03:17.986,2026-03-11T15:03:19.506,1,2026-03-11T15:03:18.006
